"PrimaryKey";"Verein_DRVID";"Verein";"Lettern";"Kurzident";"Kurzident2";"AnzahlKurzIdent";"ErstesVereinZeichen";"Knüpf";"Laenge"
1927;11819;"1.Frauen-RC Hannover";"FRCH";"Hannov";"frau";2;"1";"K";20
1928;11823;"Mündener Ruderverein";"MRV";"Mündener";;1;"M";"K";20
1929;11509;"RC Favorite Hammonia";"RCFH";"Hamm";"favo";2;"R";"K";20
1930;15218;"Ev. Gym. Gr. Kloster";"EvGGrK";"klost";"gymn";2;"E";"K";20
1931;11231;"Ruderklub am Wannsee";"RaW";"Ruderklub am Wannsee";"klub";2;"R";"K";20
1932;11255;"WSC WannseeLöwe e.V.";"WSCWL";"WannseeLöwe";"löw";2;"W";"K";20
1933;11512;"RC Süderelbe Hamburg";"RCS";"süderel";;1;"R";"K";20
1934;99217;"TJ Lodní Sporty Brno";"TJL";"Brno";;1;"T";"K";20
1935;11857;"Verdener Ruderverein";"VRV";"Verdener";;1;"V";"K";20
1936;12215;"Torgauer Ruderverein";"TRV";"Torgauer";;1;"T";"K";20
1937;11857;"Verdener Ruderverein";"VerRV";"Verdener";;1;"V";"K";20
1938;11519;"Ruderverein Wandsbek";"RVW";"Wands";;1;"R";"K";20
1939;99128;"Werner-von-Siemens-G";"WVSG";"siemens";;1;"W";"K";20
1940;11027;"RC Rheinfelden/Baden";"RCR";"Rheinf";"baden";2;"R";"K";20
1941;11610;"Frankfurter RG Germ.";"FRGG";"Frankfurt";"german";2;"F";"K";20
1942;11914;"RC Germania Dortmund";"RCG";"german";"dortmu";2;"R";"K";20
1943;99998;"WG Erlangen-Nürnberg";;"Erlang";"wg";2;"W";"K";20
1944;12315;"Ruder-Club Aken e.V.";"RCA";"Aken";;1;"R";"K";20
1945;11316;"RC Havel Brandenburg";"RCHB";"Havel";"branden";2;"R";"K";20
1946;11857;"Verdener Ruderverein";"Verdener RV";"Verdener";;1;"V";"K";20
1947;11133;"Erlanger WRG Franken";"EWF";"Erlang";"Frank";2;"E";"K";20
1948;11135;"Würzburger RV Bayern";"WRVB";"Würzb";"rv";2;"W";"K";20
1949;11013;"Karlsruher RV Wiking";"KRVW";"karls";"Wiking";2;"K";"K";20
1950;11914;"RC Germania Dortmund";"RCGDo";"german";"dortmu";2;"R";"K";20
1951;11830;"Ruder Club Leer e.V.";"RCL";"Leer";"club";2;"R";"K";20
1952;11503;"Ruder-Club Bergedorf";"RCB";"Bergedorf";"club";2;"R";"K";20
1953;11904;"RV Blankenstein-Ruhr";"RVB";"Blankenstein";;1;"R";"K";20
1954;11240;"Friedrichshagener RV";"FRV";"riedrichshag";;1;"F";"K";20
1955;30020;"Ruderverband Südwest";"RV Südwest";"südw";"verband";2;"R";"K";20
1956;40029;"Regatta München e.V.";"RM";"München";"rega";2;"R";"K";20
1957;11803;"Ruder-Klub Normannia";"RKN";"norman";;1;"R";"K";20
1958;11337;"SG Elektronik Kyritz";"SGEK";"Kyritz";;1;"S";"K";20
1959;11951;"Uerdinger Ruder-Club";"URC";"Uerdinger";;1;"U";"K";20
1960;90007;"BSPN Magdeburg/Halle";"BSPNMH";"halle";"bsp";2;"B";"K";20
1961;15609;"RV Wilhelmsgymnasium";"RVWG";"Wilhelmsgym";"rv";2;"R";"K";20
1962;11213;"Spandauer RC Friesen";"SRCF";"Friesen";;1;"S";"K";20
1963;91000;"Deutsche Ruderjugend";"DRJ";"ruderjugend";"deutsche";2;"D";"K";20
1964;99119;"VVF Ravalico Trieste";"VVFRT";"Trieste";;1;"V";"K";20
1965;99970;"Altonaer SV, Hamburg";;"Hamburg";"altonaer";2;"A";"K";20
1966;11136;"Waginger Ruderverein";"WRV";"Waging";;1;"W";"K";20
1967;11340;"RV Birkenwerder e.V.";"RVB";"Werder";"birken";2;"R";"K";20
1968;99975;"Athletico Büdelsdorf";;"büdelsdorf";"athle";2;"A";"K";20
1969;12209;"Dresdner Ruderverein";"DRV";"Dresdner";"verein";2;"D";"K";20
1970;11134;"RC am Lech Kaufering";"RCLK";"kauferin";;1;"R";"K";20
1971;40027;"Sächsischer Elbe-ReV";"SERV";"sächsi";"elbe";2;"S";"K";20
1972;11928;"Ruderriege TVK Essen";"TVK";"Essen";"tvk";2;"R";"K";20
1973;11524;"Turnerschaft Harburg";"RAH";"harburg";"turn";2;"T";"K";20
1974;11256;"Neuköllner RC Berlin";"NRCB";"berlin";"köln";2;"N";"K";20
1975;12038;"Wormser RC Blau-Weiß";"WRC";"wormser";;1;"W";"K";20
1976;11025;"RC Undine Radolfzell";"RCUR";"Radolfze";;1;"R";"K";20
1977;99226;"TRV Tubantia Hengelo";;"Tubantia";;1;"T";"K";20
1978;11864;"Argonauten RC Meppen";"ARCM";"Argonaute";"mep";2;"A";"K";20
1979;11316;"RC-Havel Brandenburg";"RCHB";"Havel";"rc";2;"R";"K";20
1980;12302;"Bernburger Ruderclub";"BRC";"Bernburger";;1;"B";"K";20
1981;99141;"Einzelstarter Berlin";;"berlin";"einzel";2;"E";"K";20
1982;40005;"Regattaverein Gießen";"RegVG";"Gießene";"regatta";2;"R";"K";20
1983;11313;"Rathenower RC Wiking";"RRCW";"Rathenow";;1;"R";"K";20
1984;11313;"Rathenower RC Wiking";"RKW";"Rathenow";;1;"R";"K";20
1985;99126;"Freiherr-vom-Stein-G";"FVSG";"Freiherr";"stein";2;"F";"K";20
1986;11817;"RGM Angaria Hannover";"RGMA";"Hannov";"anga";2;"R";"K";20
1987;12101;"Ruder-Club Saar 1885";"RCS";"club";"saar";2;"R";"K";20
1988;12314;"RV Rot-Weiß Naumburg";"RVN";"Naumburg";;1;"R";"K";20
1989;11638;"Hellas e.V Offenbach";"RVHG";"hellas";"Of";2;"H";"K";20
1990;99141;"Einzelstarter-Berlin";;"berlin";"einzel";2;"E";"K";20
1991;11818;"Deutscher Ruderclub";"RCDRC";"Deutscher";"club";2;"D";"K";19
1992;30021;"Ruderbund Saar e.V.";"LRVS";"bund";"saar";2;"R";"K";19
1993;11208;"Berliner Ruder-Club";"BRC";"Berlin";"RC";2;"B";"K";19
1994;11208;"Berliner Ruder-Club";"BRC";"Berlin";"RC";2;"B";"K";19
1995;12001;"RV Rhenus Andernach";"RVRA";"Rhenus";"rv";2;"R";"K";19
1996;11638;"RV Hellas Offenbach";"RVHG";"hellas";"Of";2;"R";"K";19
1997;11215;"Rvg. Hellas-Titania";"RvgHTB";"las-Tita";"rvg";2;"R";"K";19
1998;11216;"Berliner RC Hevella";"BRCHE";"Berlin";"hev";2;"B";"K";19
1999;11229;"RR TV Waidmannslust";"RRTVW";"Waidmannslust";;1;"R";"K";19
2000;11632;"RV Kurhessen-Cassel";"RKC";"Cassel";"kurhe";2;"R";"K";19
2001;11613;"Frankfurter RG Nied";"FRGN";"Frankfurt";"nied";2;"F";"K";19
2002;11868;"Wilhelmshavener SSV";"WSSV";"Wilhelmshaven";"ssv";2;"W";"K";19
2003;30015;"Allgem. Alster-Club";"AAC/NRB";"alster";"allge";2;"A";"K";19
2004;11616;"Frankfurter RC 1884";"FRC 84";"Frankfurt";"1884";2;"F";"K";19
2005;12502;"Bad Lobensteiner RV";"LRV";"Lobenst";;1;"B";"K";19
2006;11205;"Berliner RK Astoria";"BRKA";"Astoria";;1;"B";"K";19
2007;19715;"Allgem. Alster-Club";"Alster-Club";"alster";"allge";2;"A";"K";19
2008;12405;"Friedrichstädter RG";"FRG";"Friedrichstädt";;1;"F";"K";19
2009;15805;"RV Isenhagener Land";"RV IL";"Isenhagener";;1;"R";"K";19
2010;15815;"Gymnasium Bad Essen";"GBE";"Essen";"gmnas";2;"G";"K";19
2011;12204;"Pirnaer Ruderverein";"PRV 1872";"Pirnaer";;1;"P";"K";19
2012;11853;"Svg. Scharnebeck RA";"SvgS";"Scharnebe";;1;"S";"K";19
2013;11124;"Straubinger RC 1881";"StRC";"Straub";;1;"S";"K";19
2014;12101;"RC ""Saar"" 1885 e.V.";"RCS";"rc";"saar";2;"R";"K";19
2015;11033;"Tübinger RV Fidelia";"TRV";"Fidelia";;1;"T";"K";19
2016;11139;"Donau RC Deggendorf";"DRCD";"donau";"Degge";2;"D";"K";19
2017;11106;"Donau-RC Ingolstadt";"DRCI";"donau";"ingo";2;"D";"K";19
2018;12036;"RV 'Treviris' Trier";"RVT";"Treviris";;1;"R";"K";19
2019;11836;"LRC Wiking Lüneburg";"LRCW";"wiking";"lrc";2;"L";"K";19
2020;11015;"Lauffener RC Neckar";"LRC Neckar";"Laufen";;1;"L";"K";19
2021;90005;"BSP Dresden/Leipzig";"BSPDL";"Leipzig";"bsp";2;"B";"K";19
2022;12404;"Ruderklub Flensburg";"RKF";"Flensbu";;1;"R";"K";19
2023;11913;"Dormagener RG Bayer";"DRG";"Dormagen";;1;"D";"K";19
2024;11034;"Überlinger RC Bodan";"ÜRCB";"bodan";;1;"Ü";"K";19
2025;11132;"Ruderclub Zellingen";"RCZ";"zellin";;1;"R";"K";19
2026;11247;"SC Berlin- Köpenick";"SCBK";"Club Köpenic";"köpen";2;"S";"K";19
2027;11226;"Ruder-Club Tegelort";"RCT";"tegel";"ort";2;"R";"K";19
2028;11015;"Lauffener RC Neckar";"LRCN";"Lauffen";;1;"L";"K";19
2029;11966;"Ruderverein Monheim";"RVM";"Monheim";;1;"R";"K";19
2030;15220;"SRR Poelchau-Schule";"SRR Poelchau-Schule";"Poelcha";;1;"S";"K";19
2031;11707;"Ruderverein Wolgast";"RVW";"Wolgast";;1;"R";"K";19
2032;11001;"Ruderverein Waldsee";"RVW";"Waldse";;1;"R";"K";19
2033;15938;"SRG LSH Schloß Hees";"SRGLSH";"Hees";"srg";2;"S";"K";19
2034;11915;"RC 'Hansa' Dortmund";"RCHD";"hansa";"dortmu";2;"R";"K";19
2035;40021;"LG Rudern Frankfurt";"LGRF";"Frankfurt";"lg";2;"L";"K";19
2036;12416;"Lübecker Ruder-Klub";"LRK";"Lübeck";"Klub";2;"L";"K";19
2037;11220;"Pro Sport Berlin 24";"PSB 24";"Berlin";"pro";2;"P";"K";19
2038;11967;"Neusser Ruderverein";"NeuRV";"Neusse";;1;"N";"K";19
2039;11512;"Ruderclub Süderelbe";"RCS";"süderel";;1;"R";"K";19
2040;11967;"Neusser Ruderverein";"NRV";"Neusse";;1;"N";"K";19
2041;90014;"BSP Frankfurt/Mainz";"BSPFFM";"Frankfurt";"bsp";2;"B";"K";19
2042;11922;"Ruderverein Dorsten";"RVD";"Dorsten";"verein";2;"R";"K";19
2043;12003;"Ruderverein Bad Ems";"RVBE";"Bad ems";;1;"R";"K";19
2044;16425;"Lübecker Schüler-RV";"LSRV";"Lübeck";"schül";2;"L";"K";19
2045;11022;"RC Neptun Neckarelz";"RCN";"neck";"nept";2;"R";"K";19
2046;11654;"RV Cassel 2010 e.V.";"RVC";"cassel";"2010";2;"R";"K";19
2047;11902;"Ruder-Club Biggesee";"RCB";"Biggesee";;1;"R";"K";19
2048;99958;"Emmy-Noether-Schule";"ENS";"Noeth";"Emmy";2;"E";"K";19
2049;12010;"RC Germania Boppard";"RCGB";"bop";"german";2;"R";"K";19
2050;60013;"Universität Marburg";"ZFH";"Marburg";"uni";2;"U";"K";19
2051;12206;"Ruderclub Eilenburg";"RCE";"Eilenburg";;1;"R";"K";19
2052;11708;"HSG der Uni Rostock";"HSGUR";"Rostock";"HSG";2;"H";"K";19
2053;11833;"Eisenbahn-SV Lingen";"ESVL";"Lingen";"eisen";2;"E";"K";19
2054;11951;"Uerdinger Ruderclub";"ÜRC";"Uerdinger";;1;"U";"K";19
2055;12503;"Jenaer Kanu- und RV";"JKRV";"Jenaer";;1;"J";"K";19
2056;12308;"RC Magdeburg im SCM";"SCM";"Magdeburg";"rc";2;"R";"K";19
2057;11602;"RC Neptun Darmstadt";"RCN";"darm";"nept";2;"R";"K";19
2058;11955;"RC Marl im VfB Hüls";"RCM";"Marl";"hüls";2;"R";"K";19
2059;11625;"RC Möve Grossauheim";"RCM";"Grossauh";;1;"R";"K";19
2060;11931;"Ruderclub Hamm 1890";"RCH";"Hamm";"1890";2;"R";"K";19
2061;11851;"RC am Salzgittersee";"RCS";"Salzgittersee";;1;"R";"K";19
2062;11867;"Schüler-RV Hannover";"SRV Hannover";"Hannov";"schül";2;"S";"K";19
2063;11024;"Ruderclub Nürtingen";"RCN";"Nürting";;1;"R";"K";19
2064;11866;"Ruderclub Oste e.V.";"RC Oste";"Oste";"club";2;"R";"K";19
2065;11963;"Ruderverein Münster";"RVM";"Münster";"verein";2;"R";"K";19
2066;11017;"Mannheimer RG Baden";"MRG Baden";"Mannheim";"Baden";2;"M";"K";19
2067;99228;"RV De Laak Den Haag";;"Laak";;1;"R";"K";19
2068;11006;"RV Friedrichshafen";"RVF";"Friedrichshaf";;1;"R";"K";18
2069;11112;"RG Marktheidenfeld";"RGM";"marktheid";"rg";2;"R";"K";18
2070;99203;"RV Villach v. 1881";"VIL";"villach";;1;"R";"K";18
2071;11841;"Bootsclub Nordhorn";"BCN";"Nordhorn";;1;"B";"K";18
2072;11856;"Ruderverein Uelzen";"RVU";"Uelzen";;1;"R";"K";18
2073;11631;"Casseler Frauen-RV";"CFRV";"Cassele";;1;"C";"K";18
2074;11232;"BRC Welle-Poseidon";"WePo";"Poseido";;1;"B";"K";18
2075;6023;"Boeler Hezsestudio";"BH";"Boeler";;1;"B";"K";18
2076;11807;"Celler Ruderverein";"CRV";"Celler";;1;"C";"K";18
2077;12219;"Rugm. Sachsen 1993";"RugmS";"Sachsen";"1993";2;"R";"K";18
2078;99986;"ZU Friedrichshafen";;"ZU Friedrichshafen";;1;"Z";"K";18
2079;11944;"TPSK von 1925 e.V.";"TPSK";"TPSK";;1;"T";"K";18
2080;11339;"Ruder-Club Potsdam";"RCP";"Potsdam";"club";2;"R";"K";18
2081;15920;"RR am MPG Dortmund";"RRMPGDO";"mpg";"dortm";2;"R";"K";18
2082;11945;"Ruder-Club Preußen";"RCP";"Preuß";"club";2;"R";"K";18
2083;11339;"Ruder-Club Potsdam";"RCPdm";"Potsdam";"club";2;"R";"K";18
2084;99142;"EMOSZ Henningsdorf";;"Henningsd";"emosz";2;"E";"K";18
2085;11014;"RV Neptun Konstanz";"Neptun Konstanz";"konst";"nept";2;"R";"K";18
2086;12501;"Ruderclub Roßleben";"RCR";"Roßle";;1;"R";"K";18
2087;11007;"Ruderclub Grenzach";"RCG";"grenza";;1;"R";"K";18
2088;11227;"RV Vorwärts Berlin";"RVVB";"Berlin";"vorwär";2;"R";"K";18
2089;11622;"Gießener RC Hassia";"GRCH";"Gießene";"hassia";2;"G";"K";18
2090;11110;"Lauinger RSC Donau";"LRSC";"donau";"laui";2;"L";"K";18
2091;11956;"Ruderclub Meschede";"RCM";"Meschede";;1;"R";"K";18
2092;11522;"Ruder-Club Hamburg";"RCH";"Hamburg";"club";2;"R";"K";18
2093;11204;"Ruder-Union Arkona";"RUAB";"Arkona";;1;"R";"K";18
2094;11909;"WSV Godesberg Bonn";"WSVG";"Godesberg";"bonn";2;"W";"K";18
2095;30027;"Ruderverband Pfalz";"RVP";"Pfalz";"verband";2;"R";"K";18
2096;11218;"Berliner RC Phönix";"BRPH";"Berlin";"phön";2;"B";"K";18
2097;11014;"RV Neptun Konstanz";"RVNK";"konst";"nept";2;"R";"K";18
2098;11815;"RC Welle Bardowick";"RCW";"Bardowick";;1;"R";"K";18
2099;15517;"SRV Alter Teichweg";"SRV ATW";"Teichweg";;1;"S";"K";18
2100;11626;"Hanauer  RC Hassia";"HRCH";"Hanau";"has";2;"H";"K";18
2101;12316;"RC im SC Magdeburg";"MRC";"Magdeburg";"rc";2;"R";"K";18
2102;11804;"RA TSV Bremervörde";"TSVBRV";"bremervörd";;1;"R";"K";18
2103;11869;"RA SLS Leinebagger";"SLS Leinebagger";"Leinebag";;1;"R";"K";18
2104;11618;"SKG Frankfurt e.V.";"SKGF";"Frankfurt";"skg";2;"S";"K";18
2105;12419;"Preetzer Ruderclub";"PRC";"Preetz";;1;"P";"K";18
2106;11511;"RG 'Hansa' Hamburg";"RGH";"hansa";"hambu";2;"R";"K";18
2107;11702;"Anklamer Ruderklub";"ARK";"Anklamer";;1;"A";"K";18
2108;40008;"Hannoverscher RegV";"HRV";"Hannov";"regv";2;"H";"K";18
2109;11859;"Wilhelmshavener RC";"WRC";"Wilhelmshaven";"rc";2;"W";"K";18
2110;40030;"Int. Wedau Regatta";"IWR";"wedau";;1;"I";"K";18
2111;12033;"RC Traben-Trarbach";"RCTT";"Trarbac";;1;"R";"K";18
2112;11210;"RVBerlin 1878 e.V.";"RVB";"erlin 1878";"rv";2;"R";"K";18
2113;12413;"Lübecker Frauen-RG";"LFRG";"Lübeck";"Frau";2;"L";"K";18
2114;6025;"Norges Roforbundet";"NRB";"Norges";"rofo";2;"N";"K";18
2115;11247;"SC Berlin-Köpenick";"SCBK";"berlin";"köpen";2;"S";"K";18
2116;12427;"Plöner Ruderverein";"PRV";"Plöne";;1;"P";"K";18
2117;99218;"Pôle Espoir Nantes";"PEN";"Nantes";;1;"P";"K";18
2118;11612;"RC Nassovia Höchst";"RCNH";"nasso";"höchst";2;"R";"K";18
2119;15625;"SRR Gym. Oberstadt";"SRRGMO";"oberstadt";"srr";2;"S";"K";18
2120;12213;"Meissner RC Neptun";"MRC";"meis";"nept";2;"M";"K";18
2121;11959;"Renn-Rugm. Mülheim";"RRGM";"Mülheim";"renn";2;"R";"K";18
2122;12428;"RG ""Titania"" Mölln";"RGTM";"mölln";"tit";2;"R";"K";18
2123;11502;"Alster-RV Hanseat";"ARVH";"Hanseat";;1;"A";"K";17
2124;11328;"ESV Lok Zernsdorf";"ESVLZ";"Zernsdorf";;1;"E";"K";17
2125;11959;"RRGM Mülheim Ruhr";"RRGMM";"Mülheim";"rrg";2;"R";"K";17
2126;11813;"Emder Ruderverein";"ERV";"Emder";;1;"E";"K";17
2127;11919;"WSV Düsseldorf RG";"WSVDu";"düssel";"wsv";2;"W";"K";17
2128;11303;"Ruderclub Schwedt";"RCS";"Schwedt";"club";2;"R";"K";17
2129;11250;"SV Energie Berlin";"Energie Berlin";"berlin";"energ";2;"S";"K";17
2130;99125;"Droste-Hülshoff-G";"DHG";"Droste";;1;"D";"K";17
2131;11230;"Frauen-RC Wannsee";"FRCW";"frauen";"wan";2;"F";"K";17
2132;11241;"Richtershorner RV";"RRV";"Richtershor";;1;"R";"K";17
2133;11846;"TSV Otterndorf/RA";"TSVO";"otterndorf";;1;"T";"K";17
2134;11520;"Wilhelmsburger RC";"WRC";"Wilhelmsburger";;1;"W";"K";17
2135;11653;"RRugm. Mittellahn";"RRGM";"Mittellahn";;1;"R";"K";17
2136;11206;"BRK Brandenburgia";"BRKB";"randenburgia";;1;"B";"K";17
2137;11836;"LRC Wiking v.1875";"LRC Wiking";"wiking";"lrc";2;"L";"K";17
2138;12006;"RKV Bad Kreuznach";"RKVBK";"Kreuznach";;1;"R";"K";17
2139;12036;"RV Treviris Trier";"RVT";"Treviris";;1;"R";"K";17
2140;15806;"RV Bismarchschule";"SRV Hannover";"Bismarckschule";"rv";2;"R";"K";17
2141;12410;"RR Ditmarsia Kiel";"ATVD";"Kiel";"ditm";2;"R";"K";17
2142;11123;"Schweinfurter RCF";"SRCF";"Schwein";;1;"S";"K";17
2143;99959;"Ruderclub Aarburg";"RAA";"Aarburg";;1;"R";"K";17
2144;11310;"SSV PCK90 Schwedt";"SSVPCK";"Schwedt";"ssv";2;"S";"K";17
2145;11250;"SV Energie Berlin";"SVEB";"berlin";"energ";2;"S";"K";17
2146;11339;"Ruderclub Potsdam";"RCP";"Club Potsda";"club";2;"R";"K";17
2147;11915;"RC Hansa Dortmund";"RCHD";"hansa";"dortmu";2;"R";"K";17
2148;11245;"RC Turbine Grünau";"RCTG";"Grünau";"turbi";2;"R";"K";17
2149;99145;"Schadow-Gymnasium";;"Schadow";"gymn";2;"S";"K";17
2150;99121;"CrossFit Erlangen";"CFE";"Erlang";"cross";2;"C";"K";17
2151;11924;"RK am Baldeneysee";"RaB";"Baldeneysee";;1;"R";"K";17
2152;11941;"RTK GERMANIA Köln";"RTK Germania";"köln";"german";2;"R";"K";17
2153;12211;"RG Wiking Leipzig";"SCDHfKL";"Leipzig";"Wiking";2;"R";"K";17
2154;11926;"Essen-Werdener RC";"EWRC";"Essen";"werden";2;"E";"K";17
2155;11623;"WSV Hellas Gießen";"WSVH";"hellas";"gie";2;"W";"K";17
2156;15111;"SSR Ammersee-Gym.";"SSRAG";"Ammers";"ssr";2;"S";"K";17
2157;99983;"SG TSV Kronshagen";"SGKRON";"Kronshagen";"tsv";2;"S";"K";17
2158;15807;"RV Schillerschule";"SRVSH";"Schillers";"rv";2;"R";"K";17
2159;11137;"Schleissheimer RC";"SRC";"Schleissheimer";;1;"S";"K";17
2160;11801;"WSV Altwarmbüchen";"WSVA";"Altwarmbü";;1;"W";"K";17
2161;11976;"Ruder-Club ""Mark""";"RCMW";"mark";"club";2;"R";"K";17
2162;11251;"Spree-RC Köpenick";"SRCK";"Köpenic";"spree";2;"S";"K";17
2163;30018;"LRV Niedersachsen";"LRVN";"niederSachsen";"lrv";2;"L";"K";17
2164;12403;"Germania RV Eutin";"GRVE";"eut";"german";2;"G";"K";17
2165;11950;"Crefelder RC 1883";"CRC";"Crefeld";;1;"C";"K";17
2166;15515;"SRR Brecht Schule";"Brecht Schule";"Brecht";"srr";2;"S";"K";17
2167;11403;"Bremer Sport-Club";"BSC";"bremer";"sport";2;"B";"K";17
2168;12036;"RV Treveris Trier";"RVT";"Trier";"trev";2;"R";"K";17
2169;40001;"RV Ems-Jade-Weser";"RVEJW/TNW";"Jade";"rv";2;"R";"K";17
2170;11105;"Schwimmverein Hof";"SVH";"Schwimmverein";"Hof";2;"S";"K";17
2171;40009;"Heidelberger RegV";"HRegV";"Heidel";"reg";2;"H";"K";17
2172;12210;"RV Triton Leipzig";"RVT";"Leipzig";"triton";2;"R";"K";17
2173;11940;"Clever Ruder Club";"CRC";"Clever";;1;"C";"K";17
2174;11246;"Ruderverein Empor";"RVE";"Empor";;1;"R";"K";17
2175;15920;"Ruesselsheimer RK";"RRMPGDO";"ruessel";;1;"R";"K";17
2176;15806;"RV Bismarckschule";"RVB";"Bismarckschule";"rv";2;"R";"K";17
2177;11301;"RV Fürstenberg/O.";"RVF";"Fürstenberg";;1;"R";"K";17
2178;11241;"Richtershorner RV";"Richtershorn";"Richtershorn";;1;"R";"K";17
2179;12018;"Ludwigshafener RV";"LRV";"Ludwigshafen";"rv";2;"L";"K";17
2180;11977;"Ruder-Club Witten";"RCW";"Witten";"club";2;"R";"K";17
2181;11032;"Ruderclub Titisee";"RCT";"Titis";"club";2;"R";"K";17
2182;11926;"Essen Werdener RC";"EWRC";"Essen";"werden";2;"E";"K";17
2183;11246;"Ruderverein Empor";"RV Empor";"Empor";;1;"R";"K";17
2184;30023;"RV Sachsen-Anhalt";"RuSA";"Sachsen";"anhalt";2;"R";"K";17
2185;11959;"Renn-Rugm.Mülheim";"RRGM";"Mülheim";"renn";2;"R";"K";17
2186;99966;"RR Prenski Lübeck";;"Prenski";"lübe";2;"R";"K";17
2187;11626;"Hanauer RC Hassia";"HRCH";"Hanau";"has";2;"H";"K";17
2188;11965;"Bessel-RC  Minden";"BRC";"Bessel";"mind";2;"B";"K";17
2189;99127;"Luise-Henriette-G";"LHG";"Luise-Henriette-G";;1;"L";"K";17
2190;40004;"Frankfurter RegV";"FRVR";"Frankfurt";"regv";2;"F";"K";16
2191;11965;"Bessel-RC Minden";"BRC";"Bessel";"mind";2;"B";"K";16
2192;11219;"Pichelsberger RG";"PRG";"Pichelsberge";;1;"P";"K";16
2193;12012;"Frankenthaler RV";"FRV";"Frankenthale";;1;"F";"K";16
2194;11249;"SC Berlin-Grünau";"SCBG";"berlin";"Grün";2;"S";"K";16
2195;11123;"Schweinfurter RC";"SRCF";"Schwein";;1;"S";"K";16
2196;11858;"WSV Wildeshausen";"WSVW";"Wildeshausen";;1;"W";"K";16
2197;11930;"RV Gelsenkirchen";"RVGE";"Gelsenkirchen";;1;"R";"K";16
2198;15221;"Flatow-OS Berlin";"Flatow-OS Berlin";"berlin";"flatow";2;"F";"K";16
2199;11035;"Ulmer RC 'Donau'";"URCD";"ulmer";;1;"U";"K";16
2200;11840;"Norder Ruderclub";"NRC";"Norder";;1;"N";"K";16
2201;11222;"Pdm. RC Germania";"PRCG";"Pdm.";"germa";2;"P";"K";16
2202;11405;"Bremerhavener RV";"BHVRV";"bremerhaven";;1;"B";"K";16
2203;11044;"RG Bodensee e.V.";"RGBo";"Bodens";"rg";2;"R";"K";16
2204;13014;"Mannheimer Reg-V";"MaRegV";"Mannheim";"rega";2;"M";"K";16
2205;99123;"WSG Kleinheubach";"WSGK";"Kleinheub";;1;"W";"K";16
2206;11511;"RG Hansa Hamburg";"RGH";"hansa";"rg";2;"R";"K";16
2207;12421;"Reinfelder Rugm.";"RRG";"Reinfe";;1;"R";"K";16
2208;11840;"Norder Ruderclub";"NorRC";"Norder";;1;"N";"K";16
2209;11040;"Pfullendorfer RC";"PRC";"Pfullendo";;1;"P";"K";16
2210;12409;"RG Germania Kiel";"RGK";"Kiel";"german";2;"R";"K";16
2211;11306;"RC Plaue (Havel)";"RCP";"plaue";;1;"R";"K";16
2212;11405;"Bremerhavener RV";"BHRV";"bremerhaven";;1;"B";"K";16
2213;11510;"Hammerdeicher RV";"HRV";"hAmmer";"rv";2;"H";"K";16
2214;11234;"RG Wiking Berlin";"RGWB";"berlin";"wiking";2;"R";"K";16
2215;11144;"Olympos Würzburg";"ROW";"Würzb";"olymp";2;"O";"K";16
2216;11151;"Ammersee-Ruderer";"ASR";"Ammers";"ruderer";2;"A";"K";16
2217;12408;"Erster Kieler RC";"EKRC";"Kiel";"erster";2;"E";"K";16
2218;99207;"1. Wiener RC LIA";"LIA";"lia";;1;"1";"K";16
2219;11143;"1. RC-Forggensee";"1. RCF";"Forggensee";;1;"1";"K";16
2220;11028;"RC Bad Säckingen";"RCS";"Säcking";;1;"R";"K";16
2221;11960;"WSV Mülheim-Ruhr";"WSVMR";"Mülheim";"wsv";2;"W";"K";16
2222;11960;"WSV Mülheim-Ruhr";"WSVM";"Mülheim";"wsv";2;"W";"K";16
2223;11101;"RC Aschaffenburg";"RCA";"Aschaffenb";;1;"R";"K";16
2224;11146;"Ammersee-Ruderer";"SC Riederau Abt. Rudern";"Ammers";"ruder";2;"A";"K";16
2225;15922;"RR Bessel Minden";"RRBM";"Bessel";"rr";2;"R";"K";16
2226;11111;"Ruderclub Lindau";"RCL";"lindau";"Lind";2;"R";"K";16
2227;11204;"RU Arkona Berlin";"RU Arkona";"Arkona";;1;"R";"K";16
2228;40022;"Münsteraner RegV";"MSReV";"Münster";"regv";2;"M";"K";16
2229;13803;"Hannoverscher RV";"HRV";"Hannov";"rv";2;"H";"K";16
2230;11821;"Hannoverscher RC";"HRC";"Hannov";"RC";2;"H";"K";16
2231;11238;"Berliner-RC Ägir";"BRCÄ";"berlin";"ägir";2;"B";"K";16
2232;30013;"LRV Brandenburg";"LRVB";"Brandenb";"lrv";2;"L";"K";15
2233;12319;"Weißenfelser RV";"WRV";"Weißenf";;1;"W";"K";15
2234;99204;"Linzer RV Ister";"IST";"ister";;1;"L";"K";15
2235;11401;"Bremer RC HANSA";"BRCH";"hansa";"brem";2;"B";"K";15
2236;11225;"RC Tegel Berlin";"RCT";"tegel";"rc";2;"R";"K";15
2237;11314;"RC Fürstenwalde";"RCF";"Fürstenwalde";;1;"R";"K";15
2238;88880;"UN de Bruxelles";"UNB";"bruxe";"un";2;"U";"K";15
2239;11501;"RC ""Allemannia""";"RCA";"allem";"rc";2;"R";"K";15
2240;12401;"Eckernförder RC";"ERC";"Eckernf";;1;"E";"K";15
