"PrimaryKey";"Verein_DRVID";"Verein";"Lettern";"Kurzident";"Kurzident2";"AnzahlKurzIdent";"ErstesVereinZeichen";"Knüpf";"Laenge"
215;12202;"Wurzener Rudervereinigung 'Schwarz-Gelb' e.V.";"WRVg";"Wurz";;1;"W";"K";45
216;11202;"Akademische Rudergesellschaft zu Berlin e.V.";"ARGB";"Berlin";"akad";2;"A";"K";44
217;12413;"Lübecker Frauen-Ruder- Gesellschaft von 1907";"LFRG";"Lübeck";"Frau";2;"L";"K";44
218;15617;"Ruderverein der Jacob-Grimm Schule in Kassel";"RVJGS";"jacob";"grimm";2;"R";"K";44
219;11215;"Rudervereinigung Hellas-Titania Berlin e. V.";"RvgHTB";"las Tita";"tit";2;"R";"K";44
220;11123;"Schweinfurter Ruder-Club ""Franken"" 1882 e.V.";"SRCF";"Schwein";;1;"S";"K";44
221;11333;"Brandenburger Sport- und Ruderklub 1883 e.V.";"BSRK";"Brandenb";"sport";2;"B";"K";44
222;11853;"Sportvereinigung Scharnebeck  Ruderabteilung";"SvgS";"Scharnebe";;1;"S";"K";44
223;11239;"Eisenbahnsportverein Schmöckwitz Abt. Rudern";"ESV Schmöckwitz";"Schmöckwitz";;1;"E";"K";44
224;11014;"Ruderverein 'Neptun' Konstanz gegründet 1885";"RVNK";"konst";"nept";2;"R";"K";44
225;11704;"Olympischer Ruder-Club Rostock von 1956 e.V.";"ORC";"Rostock";"olymp";2;"O";"K";44
226;11982;"Rudergesellschaft Niederkassel von 1978 e.V.";"RGN";"Niederkassel";;1;"R";"K";44
227;15214;"Schülerruderriege Conrad-Grundschule  Berlin";"SRR CG B";"berlin";"conrad";2;"S";"K";44
228;15201;"Schülerruderverein an der Robert-Blum-Schule";"SRVRBS";"Blum";;1;"S";"K";44
229;60005;"Universität Bonn, Allgemeiner Hochschulsport";"Uni Bonn";"bonn";"uni";2;"U";"K";44
230;15509;"Ruderclub der Gelehrtenschule des Johanneums";"RdJ";"Johann";"gelehr";2;"R";"K";44
231;11039;"Rennrudergemeinschaft Baden-Württemberg e.V.";"RRugmBW";"Rennruderge";"Baden";2;"R";"K";44
232;11804;"Ruderabteilung von 1962 TSV Bremervörde e.V.";"TSVBRV";"bremervörd";;1;"R";"K";44
233;60003;"Universität Bielefeld Abt. Sportwissenschaft";"UB";"Bielefeld";"uni";2;"U";"K";44
234;13801;"Regattaverband Ems-Jade-Weser/Team Nord-West";"RVEJW";"Jade";"reg";2;"R";"K";44
235;12217;"Spiel- und Sportverein Planeta Radebeul e.V.";"SSVPR";"Planeta";;1;"S";"K";44
236;11013;"Karlsruher Ruder-Verein Wiking von 1879 e.V.";"KRVW";"karls";"Wiking";2;"K";"K";44
237;11016;"Mannheimer Ruder-Verein 'Amicitia' 1876 e.V.";"MRVA";"Mannheim";"Ami";2;"M";"K";44
238;16002;"SRV Gymnasial-Turn-Ruder-Verein Neuwied 1882";"GTRVN";"neuwied";"1882";2;"S";"K";44
239;11635;"Limburger Club für Wassersport von 1895/1907";"LCW";"Limburger";;1;"L";"K";44
240;11613;"Frankfurter Rudergesellschaft Nied 1921 e.V.";"FRGN";"Frankfurt";"neid";2;"F";"K";44
241;11869;"Ruderabteilung SLS Leinebagger Hannover e.V.";"SLS Leinebagger";"Hannov";"leine";2;"R";"K";44
242;11863;"Rennrudergemeinschaft Lüneburg von 2000 e.V.";"RRugmL";"Lüneburg";"2000";2;"R";"K";44
243;11609;"Frauen-Ruderverein ""Freiweg"" Frankfurt 1927";"FRVF";"Frankfurt";"freiweg";2;"F";"K";43
244;11632;"Ruderverein Kurhessen-Cassel 1890/1911 e.V.";"RKC";"Cassel";"1911";2;"R";"K";43
245;11846;"TSV Otterndorf von 1862 e.V. Ruderabteilung";"TSVO";"Otterndorf";;1;"T";"K";43
246;11135;"Würzburger Ruderverein Bayern von 1875/1905";"WRVB";"Würzb";"bayer";2;"W";"K";43
247;11228;"Ruder-Riege der Turngemeinde in Berlin 1848";"RR Turngemeinde";"berlin";"turng";2;"R";"K";43
248;11215;"Rudervereinigung Hellas-Titania Berlin e.V.";"RvgHTB";"hellas";"tit";2;"R";"K";43
249;11228;"Ruder-Riege der Turngemeinde in Berlin 1848";"RRTiB";"berlin";"turng";2;"R";"K";43
250;12016;"Koblenzer Ruderclub Rhenania 1877/1921 e.V.";"KRCR";"Koblenz";"rehn";2;"K";"K";43
251;11614;"Frankfurter Ruder-Gesellschaft Oberrad 1879";"FRGO";"Frankfurt";"oberra";2;"F";"K";43
252;11651;"Kasteler Ruder- und Kanu- Gesellschaft 1880";"KRKG";"kastel";;1;"K";"K";43
253;11608;"Frankfurter Ruder-Club Fechenheim 1887 e.V.";"FRCF";"Frankfurt";"fechenh";2;"F";"K";43
254;12314;"Ruderverein Rot-Weiß Naumburg von 1908 e.V.";"RVN";"Naumburg";;1;"R";"K";43
255;11033;"Tübinger Ruderverein Fidelia 1877/1911 e.V.";"TRV";"Fidelia";;1;"T";"K";43
256;12202;"Wurzener Rudervereinigung Schwarz-Gelb e.V.";"WRVg";"Wurz";;1;"W";"K";43
257;11017;"Mannheimer Rudergesellschaft Baden von 1880";"MRG Baden";"Mannheim";"Baden";2;"M";"K";43
258;11030;"Stuttgarter Rudergesellschaft von 1899 e.V.";"StRG 1899";"Stuttga";"gesell";2;"S";"K";43
259;11017;"Mannheimer Rudergesellschaft Baden von 1880";"MRGB";"Mannheim";"Baden";2;"M";"K";43
260;11250;"Sportverein Energie Berlin e.V. Abt. Rudern";"Energie Berlin";"berlin";"energ";2;"S";"K";43
261;11213;"Spandauer Ruder-Club 'Friesen' e.V., Berlin";"SRCF";"Berlin";"frieses";2;"S";"K";43
262;40002;"Rheinisch Westfälischer Regattaverband e.V.";"RWRV";"Rhein";"west";2;"R";"K";43
263;12220;"Albis Colonia Rudergesellschaft Meißen e.V.";"ACRGM";"Colonia";"meiß";2;"A";"K";43
264;11641;"Offenbacher Rudergesellschaft ""Undine"" 1876";"ORGU";"off";"undi";2;"O";"K";43
265;11609;"Frauen-Ruderverein 'Freiweg' e.V. Frankfurt";"FRVF";"Frankfurt";"freiweg";2;"F";"K";43
266;11853;"Sportvereinigung Scharnebeck Ruderabteilung";"SvgS";"Scharnebe";;1;"S";"K";43
267;11979;"Post und Telekom Sportgemeinschaft Lübbecke";"PTSGL";"Lübbecke";;1;"P";"K";43
268;11704;"Olympischer Ruderclub Rostock von 1956 e.V.";"ORC";"Rostock";"olymp";2;"O";"K";43
269;16301;"SRR des Pestalozzi-Gymnasium-Havelberg e.V.";"SRRPGH";"Havelb";"pesta";2;"S";"K";43
270;11250;"Sportverein Energie Berlin e.V. Abt. Rudern";"SVEB";"berlin";"energ";2;"S";"K";43
271;11123;"Schweinfurter Ruder-Club 'Franken' von 1882";"SRCF";"Schwein";;1;"S";"K";43
272;11971;"Ruder-, Hockey- und Tanzsport-Club von 1901";"RHTC";"Tanzsport";;1;"R";"K";43
273;15938;"Schülerrudergemeinschaft LSH Schloß Heessen";"SRGLSH";"Essen";"lsh";2;"S";"K";43
274;11030;"Stuttgarter Rudergesellschaft von 1899 e.V.";"SRG";"Stuttga";"1899";2;"S";"K";43
275;11980;"Ruderclub Schieder am Emmerstausee von 1985";"RCS";"Emmerstausee";;1;"R";"K";43
276;40021;"Leistungsgemeinschaft Rudern Frankfurt e.V.";"LGRF";"Frankfurt";"leistung";2;"L";"K";43
277;15942;"Schülerruderriege an der Gesamtschule Neuss";"SRRGN";"neuss";"schüler";2;"S";"K";43
278;11516;"Sportverein Rot-Gelb Hamburg von 1926 e.V.";"Rudern SVRG";"hamburg";"gelb";2;"S";"K";42
279;15908;"Schülerruderverein Kreuzgasse Köln v. 1996";"SRVK";"Kreuzgasse";"schüler";2;"S";"K";42
280;16007;"SRR Bischöfliches Willigis-Gymnasium Mainz";"SRR Bischöfliches Willigis-Gymnasium Mainz";"Mainz";"willi";2;"S";"K";42
281;11845;"Ruder-Verein Osterholz-Scharmbeck von 1901";"RV OSCH";"Scharmbeck";;1;"R";"K";42
282;11913;"Dormagener Ruder-Gesellschaft 'Bayer' e.V.";"DRG";"Dormagen";;1;"D";"K";42
283;11506;"Der Hamburger und Germania Ruder Club e.V.";"DHUGRC";"Germania";"hambu";2;"D";"K";42
284;12316;"Ruderclub Magdeburg im Sportclub Magdeburg";"MRC";"Magdeburg";"Ruderclu";2;"R";"K";42
285;12417;"Möllner  Ruder-Club e.V. vorm.  Möllner Tu";"MRC";"mölln";"club";2;"M";"K";42
286;11962;"Akademischer Ruderverein Westfalen Münster";"ARVWM";"westfal";"akad";2;"A";"K";42
287;15301;"Schüler-Ruderriege der Sportschule Potsdam";"SRR Sportschule Potsdam";"Potsdam";"sport";2;"S";"K";42
288;11611;"Frankfurter Ruder-Club Griesheim 1906 e.V.";"FRCG";"Frankfurt";"griesh";2;"F";"K";42
289;11330;"Sportverein Oderhort Frankfurt (Oder) e.V.";"SVO";"Frankfurt";"oderh";2;"S";"K";42
290;90007;"Bundesstützpunkt Nachwuchs Magdeburg/Halle";"BSPNMH";"halle";"bundes";2;"B";"K";42
291;15626;"Schülerruderriege Schillerschule Frankfurt";"SRR Schill";"Frankfurt";"schiller";2;"S";"K";42
292;15626;"Schülerruderriege Schillerschule Frankfurt";"SRRSF";"Frankfurt";"schiller";2;"S";"K";42
293;15218;"Evangelisches Gymnasium zum Grauen Kloster";"EvGGrK";"klOste";"gymn";2;"E";"K";42
294;11701;"Wassersportverein Einheit Neustrelitz e.V.";"WSVN";"Neustrelitz";;1;"W";"K";42
295;11334;"Wassersportverein Königs Wusterhausen e.V.";"WSVKW";"Wusterhausen";"wasser";2;"W";"K";42
296;11851;"Ruderclub am Salzgittersee e.V. v. 1968/98";"RCS";"Salzgittersee";;1;"R";"K";42
297;11959;"Renn-Rudergemeinschaft Mülheim-Ruhr (RRGM)";"RRugmM";"Mülheim";"renn";2;"R";"K";42
298;12421;"Reinfelder Rudergemeinschaft von 1963 e.V.";"RRG";"Reinfe";;1;"R";"K";42
299;11964;"Ruderclub Mülheim a. d. Ruhr von 1977 e.V.";"RCM";"Mülheim";"rc";2;"R";"K";42
300;11512;"Ruder-Club Süderelbe von 1892 e.V. Hamburg";"RCS";"süderel";;1;"R";"K";42
301;11817;"Rudergemeinschaft ""Angaria"" e.V., Hannover";"RugmA";"Hannov";"anga";2;"R";"K";42
302;11815;"Ruder-Club ""Welle"" Bardowick von 1894 e.V.";"RCW";"Bardowick";;1;"R";"K";42
303;12428;"Rudergesellschaft ""Titania"" Mölln von 2012";"RGTM";"mölln";"tit";2;"R";"K";42
304;15944;"Ruderriege des Gymnasiums Marienberg Neuss";"RR Gymnasium Marienberg Neuss";"neuss";"riege";2;"R";"K";42
305;12105;"Olympische Rennrudergemeinschaft ""Südwest""";"ORRS";"südw";"olymp";2;"O";"K";42
306;15807;"Ruderverein an der Schillerschule Hannover";"SRVSH";"Hannov";"schiller";2;"R";"K";42
307;12042;"Olympische Rennrudergemeinschaft ""Südwest""";"ORRG";"südw";"olymp";2;"O";"K";42
308;12303;"Hallesche Rudervereinigung Böllberg/Nelson";"HRBN";"böll";;1;"H";"K";42
309;60008;"Zentrum für Sportwissenschaften Göttingen";"UniGö";"Göttingen";"sportw";2;"Z";"K";41
310;11935;"Ruderverein 'Emscher' Wanne-Eickel Herten";"RVEWH";"emscher";;1;"R";"K";41
311;11623;"Wassersportverein Hellas 1920 Gießen e.V.";"WSVH";"hellas";"gie";2;"W";"K";41
312;11914;"Ruderclub Germania von 1929 e.V. Dortmund";"RCGDo";"RC Germania";;1;"R";"K";41
313;11019;"Mannheimer Rudergesellschaft Rheinau 1909";"MRGR";"Mannheim";"rhein";2;"M";"K";41
314;11146;"Sport-Club Riederau 1976 e.V. Abt. Rudern";"SC Riederau Abt. Rudern";"Riederau";;1;"S";"K";41
315;12308;"Sportclub Magdeburg e.V. Abteilung Rudern";"SCM";"Magdeburg";"club";2;"S";"K";41
316;15830;"Schülerruderriege Ulrichsgymnasium Norden";"SRRUGN";"ulri";"nord";2;"S";"K";41
317;15936;"Ruder-Verein Pädagogium Godesberg 09 e.V.";"RVPG";"Godesberg";"verein";2;"R";"K";41
318;11232;"Berliner Ruder-Club 'Welle-Poseidon' e.V.";"WePo";"berlin";"poseid";2;"B";"K";41
319;11609;"Frauen-Ruderverein Freiweg Frankfurt 1927";"FRVF";"Frankfurt";"freiweg";2;"F";"K";41
320;12006;"Ruder- und Kanu-Verein Bad Kreuznach e.V.";"RKVBK";"Kreuznach";;1;"R";"K";41
321;11102;"Bamberger Rudergesellschaft von 1884 e.V.";"BRG";"bamberg";;1;"B";"K";41
322;99962;"Chelmzynskie Towarzystwo Wioslarskie 1927";;"Chelmz";;1;"R";"K";41
323;11123;"Schweinfurter Ruder-Club Franken von 1882";"SRCF";"Schwein";;1;"S";"K";41
324;11310;"Spiel- u. Sportvereinigung PCK 90 Schwedt";"SSVPCK";"PCK 90 Schwe";"sport";2;"S";"K";41
325;60022;"Allgemeiner Hochschulsport der Uni Kassel";"AHSUK";"kassel";"uni";2;"A";"K";41
326;12415;"Lübecker Ruder-Gesellschaft von 1885 e.V.";"LRG";"Lübeck";"gesell";2;"L";"K";41
327;11935;"Ruderverein 'Emscher' Wanne-Eickel Herten";"RVE";"emscher";;1;"R";"K";41
328;11939;"Kettwiger Rudergesellschaft von 1906 e.V.";"KRG";"Kettwiger";"gesell";2;"K";"K";41
329;11219;"Pichelsberger Rudergesellschaft 1914 e.V.";"PRG";"Pichelsberge";;1;"P";"K";41
330;12006;"Ruder- und Kanu-Verein Bad Kreuznach 1950";"RKVK";"Kreuznach";;1;"R";"K";41
331;12102;"Saarbrücker Rudergesellschaft Undine e.V.";"SRG";"undin";"saarb";2;"S";"K";41
332;30017;"Landesruderverband Mecklenburg-Vorpommern";"LRVMVP";"Mecklen";"landes";2;"L";"K";41
333;19717;"Landesruderverband Mecklenburg-Vorpommern";"LRV MV";"Mecklen";"landes";2;"L";"K";41
334;11648;"Rudergesellschaft Wiesbaden-Biebrich 1888";"RGWB";"Biebr";;1;"R";"K";41
335;11932;"Rudergesellschaft Linden- Dahlhausen e.V.";"RGLD";"Linden";"dahlh";2;"R";"K";41
336;11843;"Postsportverein Oldenburg  Ruderabteilung";"PSVO";"Oldenburg";"post";2;"P";"K";41
337;60010;"Karlsruher Institut für Technologie (KIT)";"KIT";"karls";"Techn";2;"K";"K";41
338;11110;"Lauinger Ruder- und Surfclub ""Donau"" e.V.";"LRSC";"donau";"laui";2;"L";"K";41
339;11641;"Offenbacher Rudergesellschaft Undine 1876";"ORGU";"off";"undi";2;"O";"K";41
340;12038;"Wormser Ruderclub Blau-Weiß von 1883 e.V.";"WRC";"wormser";;1;"W";"K";41
341;11023;"Wassersportverein Schifferclub Neckarrems";"WSV SCN";"Neckarrems";;1;"W";"K";41
342;11131;"Ruderverein Babensham-Wasserburg von 1981";"RVB";"Babensha";;1;"R";"K";41
343;99976;"Fitness und Gesundheitsakadmie RM Balance";;"fitness";"bala";2;"F";"K";41
344;30010;"Landesruderverband Baden-Württemberg e.V.";"LRVBW";"Württem";"landes";2;"L";"K";41
345;11836;"Lüneburger Ruder-Club Wiking v.1875 e.V.";"LRC Wiking";"wiking";"lüne";2;"L";"K";40
346;11941;"Ruder- u. Tennis-Klub GERMANIA e.V. Köln";"RTK Germania";"köln";"german";2;"R";"K";40
347;11405;"Bremerhavener  Ruderverein von 1889 e.V.";"BHVRV";"bremerhaven";;1;"B";"K";40
348;12212;"Akademischer Ruderverein zu Leipzig e.V.";"ARVL";"Leipzig";"akad";2;"A";"K";40
349;15914;"RC am Kopernikus-Gymnasium  Niederkassel";"RCKG";"Niederkassel";;1;"R";"K";40
350;12415;"Lübecker Rudergesellschaft von 1885 e.V.";"LRG";"Lübeck";"gesell";2;"L";"K";40
351;11836;"Lüneburger Ruder-Club Wiking v.1875 e.V.";"LRCW";"wiking";"lüne";2;"L";"K";40
352;11822;"Akademische Turnverbindung Hannover e.V.";"ATVH";"Hannov";"turn";2;"A";"K";40
353;12202;"Wurzener Rudervereinigung 'Schwarz-Gelb'";"WRVg";"Wurz";;1;"W";"K";40
354;15605;"RR am Schulsportz. Obersbg. Bad Hersfeld";"RRSBH";"hersf";"rr";2;"R";"K";40
355;12305;"Hallescher Ruderclub e.V. im Universität";"HRC";"halle";"uni";2;"H";"K";40
356;40028;"Regatta-Gemeinschaft RRK/ RRV Regensburg";"RGR";"Regensbu";"rega";2;"R";"K";40
357;12316;"Ruderclub Magdeburg im Sportclub Magdebu";"MRC";"Magdeburg";"Ruderclu";2;"R";"K";40
358;15006;"SRR Friedrich-Schiller-Gymnasium Marbach";"SRR FSG Marbach";"Marb";"schiller";2;"S";"K";40
359;11249;"Sportclub Berlin-Grünau e.V. Abt. Rudern";"SCBG";"berlin";"Grün";2;"S";"K";40
360;11336;"Ruderclub Kleinmachnow-Stahnsdorf-Teltow";"RCK";"Kleinmachn";;1;"R";"K";40
361;11714;"Greifswalder Ruderclub 'Hilda' 1892 e.V.";"GRCH";"Hilda";;1;"G";"K";40
362;12025;"Gymnasial-Turn-Ruder-Verein Neuwied 1882";"GTRVN";"neuwied";"gymn";2;"G";"K";40
363;11816;"Ruderverein 'Weser' von 1885 e.V. Hameln";"RVW";"weser";"hame";2;"R";"K";40
364;11510;"Hammerdeicher Ruder-Verein von 1893 e.V.";"HRV";"hAmmer";"rv";2;"H";"K";40
365;11011;"Heilbronner Rudergesellschaft ""Schwaben""";"HRGS";"schwaben";"heil";2;"H";"K";40
366;11655;"Rudern und Sport Steinmühle Marburg e.V.";"RuSStm";"Steinm";"rudern";2;"R";"K";40
367;11133;"Erlanger Wanderrudergesellschaft Franken";"EWF";"Erlang";"Frank";2;"E";"K";40
368;11038;"Rudergesellschaft Wertheim von 1902 e.V.";"RGW";"Werth";;1;"R";"K";40
369;12034;"Rudergesellschaft Treis-Karden 1969 e.V.";"RGTK";"Karden";;1;"R";"K";40
370;16423;"Lauenburgische Gelehrtenschule Ratzeburg";"LGR";"rgische Gelehrten";;1;"L";"K";40
371;12409;"Rudergesellschaft Germania Kiel von 1882";"RGK";"Kiel";"german";2;"R";"K";40
372;11144;"Rudergemeinschaft Olympos Würzburg (ROW)";"ROW";"Würzb";"olymp";2;"R";"K";40
373;15207;"Schülerruderriege Clay-Oberschule Berlin";"SRRCOB";"berlin";"clay";2;"S";"K";40
374;16006;"Schülerruderriege Schlossgymnasium Mainz";"SRR SGM";"Mainz";"schloss";2;"S";"K";40
375;11714;"Greifswalder Ruderclub ""Hilda"" 1892 e.V.";"GRCH";"Hilda";;1;"G";"K";40
376;11502;"Alster-Ruderverein Hanseat von 1925 e.V.";"ARVH";"Hanseat";;1;"A";"K";40
377;11834;"Lingener Rudergesellschaft e.V. von 1923";"LRG";"Lingen";"gesell";2;"L";"K";40
378;50003;"Schülerruderverband Rhein.-Westfälischer";"SRVRW";"Rhein";"schüler";2;"S";"K";40
379;50006;"Schüler-Ruder-Verband Niedersachsen e.V.";"SRVN";"Sachsen";"schüler";2;"S";"K";40
380;11116;"Münchener Ruder- und Segelverein 'Bayern";"MRSV";"München";"segel";2;"M";"K";40
381;11934;"Ruderclub 'Westfalen' 1929 e.V. Herdecke";"RCWH";"westfal";"herd";2;"R";"K";40
382;11934;"Ruderclub ""Westfalen"" Herdecke 1929 e.V.";"RCWH";"westfal";"herd";2;"R";"K";40
383;11955;"Ruder-Club Marl im VfB 1948/64 Hüls e.V.";"RCM";"Marl";"hüls";2;"R";"K";40
384;15627;"Schülerruderriege Otto-Hahn-Schule Hanau";"SRR Otto-Hahn-Schule Hanau";"Hanau";"hahn";2;"S";"K";40
385;12317;"Ruderclub Alt-Werder Magdeburg 1887 e.V.";"RCAW";"Werder";"magde";2;"R";"K";40
386;12307;"Zschornewitzer Ruderclub v. 1954 im SV '";"zrc";"Zschor";;1;"Z";"K";40
387;11403;"Bremer Sport-Club e.V.  - Ruderabteilung";"BSC";"bremer";"club";2;"B";"K";40
388;15508;"Schülerruderriege Helene-Lange-Gymnasium";"SRR HLG";"Helene";"schüler";2;"S";"K";40
389;11705;"Schweriner Rudergesellschaft von 1874/75";"SRG";"Schweriner";;1;"S";"K";40
390;11974;"Ruder- und Tennisgesellschaft Wesel 1907";"RTGW";"Wesel";;1;"R";"K";40
391;11020;"Volkstümlicher Wassersport Mannheim e.V.";"VWM";"Mannheim";"volks";2;"V";"K";40
392;11033;"Tübinger Ruderverein ""Fidelia"" 1877/1911";"TRV";"Fidelia";;1;"T";"K";40
393;11909;"Wassersportverein Godesberg 1909/11 e.V.";"WSVG";"Godesberg";"wasser";2;"W";"K";40
394;11909;"Wassersportverein Godesberg 1909/11 Bonn";"WSVG";"Godesberg";"wasser";2;"W";"K";40
395;11029;"Stuttgart-Cannstatter Ruderclub von 1910";"StCRC";"Cannst";;1;"S";"K";40
396;11868;"Wilhelmshavener Schwimm- und Sportverein";"WSSV";"Wilhelmshaven";"schwimm";2;"W";"K";40
397;11236;"Versehrten-Wassersport-Gemeinschaft e.V.";"VWG";"Versehrten";;1;"V";"K";40
398;11865;"Wassersportverein Innerstetalsperre e.V.";"WSVI";"Innerstetalsperre";;1;"W";"K";40
399;15503;"SRV Albatros Friedrich-Ebert- Gymnasium";"SRVAGH";"Albatros";"friedrich";2;"S";"K";39
400;11403;"Bremer Sport-Club e.V. - Ruderabteilung";"BSCRA";"bremer";"club";2;"B";"K";39
401;11921;"Duisburger Ruderverein e.V. (1897/1910)";"DuiRV";"Duisburger";;1;"D";"K";39
402;40028;"Regatta-Gemeinschaft RRK RRV Regensburg";"RGR";"Regensbu";"rega";2;"R";"K";39
403;11620;"Frankfurter Ruder- und Kanusport Verein";"FRVS";"Frankfurt";"kanu";2;"F";"K";39
404;11517;"Hamburger Ruderinnen-Club von 1925 e.V.";"HRC";"Hamburg";"ruderinnen";2;"H";"K";39
405;11859;"Wilhelmshavener Ruderclub von 1909 e.V.";"WRC";"Wilhelmshaven";"club";2;"W";"K";39
406;11821;"Hannoverscher  Ruder-Club von 1880 e.V.";"HRC";"Hannov";"club";2;"H";"K";39
407;12214;"Universitätssportverein TU Dresden e.V.";"USVD";"dresden";"uni";2;"U";"K";39
408;15822;"RV Zinfandel Landesbildungsz. f. Blinde";"RVZ";"Zinfand";;1;"R";"K";39
409;12303;"Hallesche-Ruder-Vereinigung Böllberg v.";"HRBN";"böll";;1;"H";"K";39
410;11982;"Rudergesellschaft Niederkassel von 1978";"RGN";"Niederkassel";;1;"R";"K";39
411;11223;"Ruder-Vereinigung Preußen Saffonia e.V.";"RVPS";"Preuß";"verein";2;"R";"K";39
412;12211;"SC DHfK Leipzig e. V., Abteilung Rudern";"SCDHfKL";"dhfk";;1;"S";"K";39
413;11643;"Sportgemeinschaft Wiking Offenbach 1903";"SGW";"wiking";"Offe";2;"S";"K";39
414;11405;"Bremerhavener Ruderverein von 1889 e.V.";"BHRV";"bremerhaven";;1;"B";"K";39
415;11917;"Ruderclub Germania Düsseldorf 1904 e.V.";"RCGD";"düssel";"düssel";2;"R";"K";39
416;11906;"Akademischer Ruderclub Rhenus Bonn e.V.";"ARC";"Rhenus";"akad";2;"A";"K";39
417;15914;"RC am Kopernikus-Gymnasium Niederkassel";"RCKG";"Niederkassel";;1;"R";"K";39
418;11819;"1. Frauen-Ruder-Club Hannover 1928 e.V.";"FRCH";"Hannov";"frau";2;"1";"K";39
419;15003;"RAG Albertus-Magnus-Gymnasium Stuttgart";"AMGS";"Albertu";"stutt";2;"R";"K";39
420;11302;"Prenzlauer Sportverein 'Uckermark' e.V.";"PSV";"mark";"prenz";2;"P";"K";39
421;50004;"Schülerruderverband Nordrhein-Westfalen";"SRNRW";"westfal";"schüler";2;"S";"K";39
422;11202;"Akademische Rudergesellschaft zu Berlin";"ARGB";"Berlin";"akad";2;"A";"K";39
423;60011;"Christian-Albrechts-Universität zu Kiel";"CAU Kiel";"Kiel";"chris";2;"U";"K";39
424;99971;"Rendsburger Fitness- und Kraftsportclub";;"Rendsburg";;2;"R";"K";39
425;11961;"Akademischer Ruder-Club zu Münster e.V.";"ARCM";"Münster";"akad";2;"A";"K";39
426;11926;"Essen-Werdener Ruder-Club von 1896 e.V.";"EWRC";"Essen";"werden";2;"E";"K";39
427;12012;"Frankenthaler Ruderverein von 1895 e.V.";"FRV";"Frankenthale";;1;"F";"K";39
428;11804;"Ruderabteilung von 1962 TSV Bremervörde";"TSVBRV";"bremervörd";;1;"R";"K";39
429;16424;"Schüler Ruder- u. Segelverein e.V. Plön";"SRSVP";"plön";"ruder";2;"S";"K";39
430;40015;"Schleswig-Holsteinischer Regatta-Verein";"SHRV";"Schleswig";"regga";2;"S";"K";39
431;11504;"Ruder-Vereinigung ""Bille"" von 1896 e.V.";"RVB";"bille";"verein";2;"R";"K";39
432;12217;"Spiel- und Sportverein Planeta Radebeul";"SSVPR";"Planeta";;1;"S";"K";39
433;11405;"Bremerhavener-Ruderverein von 1889 e.V.";"BHVRV";"bremerhaven";;1;"B";"K";39
434;16422;"O.R.R.C. Neptun Kiel RC an der Hebbels.";"NKRC";"Kiel";"nept";2;"O";"K";39
435;11520;"Wilhelmsburger Ruder Club von 1895 e.V.";"WRC";"Wilhelmsbu";;1;"W";"K";39
436;11712;"Verein für Leibesübungen Bergen 94 e.V.";"VLB";"Bergen";"leib";2;"V";"K";39
437;11013;"Karlsruher Ruder-Verein Wiking von 1879";"KRVW";"karls";"Wiking";2;"K";"K";39
438;15005;"Freie Schule ""Lernzeiträume"" Dossenheim";"FSLzt";"freie";"lernz";2;"F";"K";39
439;11304;"Rüdersdorfer Ruderverein Kalkberge e.V.";"RRVK";"Kalk";;1;"R";"K";39
440;11613;"Frankfurter Rudergesellschaft Nied 1921";"FRGN";"Frankfurt";"nied";2;"F";"K";39
441;12423;"Rendsburger Primaner Ruderclub von 1880";"RPRC";"Rendsburg";;2;"R";"K";39
442;12405;"Friedrichstädter Rudergesellschaft e.V.";"FRG";"Friedrichstädt";;1;"F";"K";39
443;15929;"RR am Albert-Schweitzer-Gymnasium Hürth";"RRASGH";"hürth";"albert";2;"R";"K";39
444;11307;"Ruder-Klub Werder (Havel) von 1918 e.V.";"RKW";"Werder";"havel";2;"R";"K";39
445;11016;"Mannheimer Ruder-Verein ""Amicitia"" e.V.";"MRV Amicitia";"Mannheim";"Ami";2;"M";"K";39
446;16406;"RR des Carl-Jacob-Burckhardt- Gymnasium";"RRCJBG";"Burckhardt";"carl";2;"R";"K";39
447;11333;"Brandenburger Sport- und Ruderklub 1883";"BSRK";"Brandenb";"klub";2;"B";"K";39
448;11863;"Rennrudergemeinschaft Lüneburg von 2000";"RRugmL";"Lüneburg";"rennru";2;"R";"K";39
449;11039;"Rennrudergemeinschaft Baden-Württemberg";"RRugmBW";"Rennruderge";"Baden";2;"R";"K";39
450;15801;"Gymnasial Turn- und Ruderverein Lingen";"GTRV";"Lingen";"turn";2;"G";"K";38
451;40002;"Rheinisch Westfälischer Regattaverband";"RWRV";"Rhein";"west";2;"R";"K";38
452;40026;"Förderverein Wassersporthandicaps e.V.";"FVWSH";"Förderv";"handi";2;"F";"K";38
453;11015;"Lauffener Ruderclub ""Neckar"" e.V. 1931";"LRCN";"Laufen";;1;"L";"K";38
454;11955;"Ruder-Club Marl im VfB Hüls e. V. 1948";"RCM";"Marl";"hüls";2;"R";"K";38
455;11215;"Rudervereinigung Hellas-Titania Berlin";"RvgHTB";"las-Tita";"tit";2;"R";"K";38
456;11862;"Ruderriege Schaumburgia Bückeburg e.V.";"RRSB";"Schaumburg";"bücke";2;"R";"K";38
457;11824;"Wasserfreunde Hemmoor e.V. Abt. Rudern";"WFH";"Hemmoor";;1;"W";"K";38
